ID,Punto_Partida,Punto_Llegada,Distancia (km),Tiempo (min),Precio (S/),Empresa_Courier
1D844,Magdalena del Mar,Magdalena del Mar,10.34,114,20,Serpost
1D844,Magdalena del Mar,Magdalena del Mar,10.34,82,17,DHL Express Perú
1D845,San Martín de Porres,Ancón,6.43,112,19,Olva Courier
1D845,San Martín de Porres,Ancón,6.43,105,24,Serpost
1D845,San Martín de Porres,Ancón,6.43,66,14,DHL Express Perú
1D846,Cercado de Lima,San Martín de Porres,15.28,24,14,Olva Courier
1D846,Cercado de Lima,San Martín de Porres,15.28,24,15,Serpost
1D846,Cercado de Lima,San Martín de Porres,15.28,72,20,DHL Express Perú
1D847,San Juan de Lurigancho,San Juan de Miraflores,20.33,38,18,Olva Courier
1D847,San Juan de Lurigancho,San Juan de Miraflores,20.33,117,20,Serpost
1D847,San Juan de Lurigancho,San Juan de Miraflores,20.33,81,13,DHL Express Perú
1D848,San Martín de Porres,Chaclacayo,18.59,18,23,Olva Courier
1D848,San Martín de Porres,Chaclacayo,18.59,89,20,Serpost
1D848,San Martín de Porres,Chaclacayo,18.59,106,19,DHL Express Perú
1D849,Lince,Miraflores,15.78,117,12,Olva Courier
1D849,Lince,Miraflores,15.78,102,22,Serpost
1D849,Lince,Miraflores,15.78,57,21,DHL Express Perú
1D850,Los Olivos,Santa Rosa,27.94,22,23,Olva Courier
1D850,Los Olivos,Santa Rosa,27.94,108,17,Serpost
1D850,Los Olivos,Santa Rosa,27.94,23,16,DHL Express Perú
1D851,San Martín de Porres,Ancón,12.31,28,11,Olva Courier
1D851,San Martín de Porres,Ancón,12.31,110,25,Serpost
1D851,San Martín de Porres,Ancón,12.31,38,18,DHL Express Perú
1D852,La Victoria,La Victoria,9.47,98,13,Olva Courier
1D852,La Victoria,La Victoria,9.47,50,21,Serpost
1D852,La Victoria,La Victoria,9.47,98,16,DHL Express Perú
1D853,Carmen de la Legua Reynoso,La Punta,26.62,44,17,Olva Courier
1D853,Carmen de la Legua Reynoso,La Punta,26.62,74,15,Serpost
1D853,Carmen de la Legua Reynoso,La Punta,26.62,80,25,DHL Express Perú
1D854,Santiago de Surco,Lurigancho,29.61,97,17,Olva Courier
1D854,Santiago de Surco,Lurigancho,29.61,82,20,Serpost
1D854,Santiago de Surco,Lurigancho,29.61,40,19,DHL Express Perú
1D855,Santiago de Surco,Ate,18.4,94,24,Olva Courier
1D855,Santiago de Surco,Ate,18.4,83,21,Serpost
1D855,Santiago de Surco,Ate,18.4,33,23,DHL Express Perú
1D856,Lince,Pucusana,21.81,41,11,Olva Courier
1D856,Lince,Pucusana,21.81,103,16,Serpost
1D856,Lince,Pucusana,21.81,108,19,DHL Express Perú
1D857,San Miguel,Puente Piedra,21.7,99,21,Olva Courier
1D857,San Miguel,Puente Piedra,21.7,98,18,Serpost
1D857,San Miguel,Puente Piedra,21.7,50,19,DHL Express Perú
1D858,Santa María del Mar,Miraflores,17.31,123,12,Olva Courier
1D858,Santa María del Mar,Miraflores,17.31,79,15,Serpost
1D858,Santa María del Mar,Miraflores,17.31,86,18,DHL Express Perú
1D859,Santa Rosa,San Bartolo,14.87,105,20,Olva Courier
1D859,Santa Rosa,San Bartolo,14.87,34,17,Serpost
1D859,Santa Rosa,San Bartolo,14.87,120,16,DHL Express Perú
1D860,Ate,Villa El Salvador,20.79,66,19,Olva Courier
1D860,Ate,Villa El Salvador,20.79,25,25,Serpost
1D860,Ate,Villa El Salvador,20.79,80,20,DHL Express Perú
1D861,Comas,La Victoria,5.12,45,16,Olva Courier
1D861,Comas,La Victoria,5.12,117,21,Serpost
1D861,Comas,La Victoria,5.12,76,19,DHL Express Perú
1D862,La Victoria,Independencia,29.84,27,10,Olva Courier
1D862,La Victoria,Independencia,29.84,18,20,Serpost
1D862,La Victoria,Independencia,29.84,83,15,DHL Express Perú
1D863,Comas,Los Olivos,13.89,22,10,Olva Courier
1D863,Comas,Los Olivos,13.89,93,18,Serpost
1D863,Comas,Los Olivos,13.89,119,20,DHL Express Perú
1D864,Pueblo Libre,Villa El Salvador,23.58,103,10,Olva Courier
1D864,Pueblo Libre,Villa El Salvador,23.58,107,21,Serpost
1D864,Pueblo Libre,Villa El Salvador,23.58,59,13,DHL Express Perú
1D865,San Juan de Lurigancho,San Juan de Lurigancho,21.1,78,13,Olva Courier
1D865,San Juan de Lurigancho,San Juan de Lurigancho,21.1,74,17,Serpost
1D865,San Juan de Lurigancho,San Juan de Lurigancho,21.1,41,18,DHL Express Perú
1D866,Puente Piedra,Punta Negra,9.88,77,17,Olva Courier
1D866,Puente Piedra,Punta Negra,9.88,97,19,Serpost
1D866,Puente Piedra,Punta Negra,9.88,73,21,DHL Express Perú
1D867,Ate,Pachacámac,11.05,82,19,Olva Courier
1D867,Ate,Pachacámac,11.05,124,21,Serpost
1D867,Ate,Pachacámac,11.05,61,21,DHL Express Perú
1D868,San Martín de Porres,Pucusana,11.27,32,10,Olva Courier
1D868,San Martín de Porres,Pucusana,11.27,74,24,Serpost
1D868,San Martín de Porres,Pucusana,11.27,59,17,DHL Express Perú
1D869,Punta Hermosa,El Agustino,7.26,117,14,Olva Courier
1D869,Punta Hermosa,El Agustino,7.26,29,10,Serpost
1D869,Punta Hermosa,El Agustino,7.26,105,16,DHL Express Perú
1D870,San Martín de Porres,San Juan de Lurigancho,9.85,44,18,Olva Courier
1D870,San Martín de Porres,San Juan de Lurigancho,9.85,41,22,Serpost
1D870,San Martín de Porres,San Juan de Lurigancho,9.85,61,23,DHL Express Perú
1D871,Punta Hermosa,San Juan de Miraflores,5.44,24,18,Olva Courier
1D871,Punta Hermosa,San Juan de Miraflores,5.44,64,23,Serpost
1D871,Punta Hermosa,San Juan de Miraflores,5.44,27,11,DHL Express Perú
1D872,Callao,Callao,13.36,79,16,Olva Courier
1D872,Callao,Callao,13.36,115,18,Serpost
1D872,Callao,Callao,13.36,118,12,DHL Express Perú
1D873,San Bartolo,Comas,23.55,119,23,Olva Courier
1D873,San Bartolo,Comas,23.55,73,19,Serpost
1D873,San Bartolo,Comas,23.55,40,19,DHL Express Perú
1D874,Cieneguilla,Breña,26.87,55,10,Olva Courier
1D874,Cieneguilla,Breña,26.87,85,14,Serpost
1D874,Cieneguilla,Breña,26.87,36,21,DHL Express Perú
1D875,Villa María del Triunfo,Cercado de Lima,9.33,77,21,Olva Courier
1D875,Villa María del Triunfo,Cercado de Lima,9.33,81,15,Serpost
1D875,Villa María del Triunfo,Cercado de Lima,9.33,29,26,DHL Express Perú
1D876,San Borja,Jesús María,10.14,66,20,Olva Courier
1D876,San Borja,Jesús María,10.14,26,18,Serpost
1D876,San Borja,Jesús María,10.14,25,13,DHL Express Perú
1D877,Punta Negra,Lurigancho,22.39,87,20,Olva Courier
1D877,Punta Negra,Lurigancho,22.39,72,16,Serpost
1D877,Punta Negra,Lurigancho,22.39,91,15,DHL Express Perú
1D878,San Miguel,Carmen de la Legua Reynoso,10.51,119,13,Olva Courier
1D878,San Miguel,Carmen de la Legua Reynoso,10.51,113,18,Serpost
1D878,San Miguel,Carmen de la Legua Reynoso,10.51,28,22,DHL Express Perú
1D879,San Miguel,San Isidro,28.1,27,15,Olva Courier
1D879,San Miguel,San Isidro,28.1,107,24,Serpost
1D879,San Miguel,San Isidro,28.1,30,24,DHL Express Perú
1D880,Punta Hermosa,La Punta,14.47,70,15,Olva Courier
1D880,Punta Hermosa,La Punta,14.47,108,22,Serpost
1D880,Punta Hermosa,La Punta,14.47,70,22,DHL Express Perú
1D881,Ancón,El Agustino,14.65,35,24,Olva Courier
1D881,Ancón,El Agustino,14.65,40,22,Serpost
1D881,Ancón,El Agustino,14.65,54,25,DHL Express Perú
1D882,Villa El Salvador,Ancón,23.08,72,14,Olva Courier
1D882,Villa El Salvador,Ancón,23.08,23,17,Serpost
1D882,Villa El Salvador,Ancón,23.08,54,20,DHL Express Perú
1D883,Pucusana,Pucusana,18.84,73,27,Olva Courier
1D883,Pucusana,Pucusana,18.84,54,15,Serpost
1D883,Pucusana,Pucusana,18.84,81,23,DHL Express Perú
1D884,La Punta,Carmen de la Legua Reynoso,25.03,60,18,Olva Courier
1D884,La Punta,Carmen de la Legua Reynoso,25.03,77,14,Serpost
1D884,La Punta,Carmen de la Legua Reynoso,25.03,81,10,DHL Express Perú
1D885,Puente Piedra,Pueblo Libre,12.8,121,27,Olva Courier
1D885,Puente Piedra,Pueblo Libre,12.8,28,13,Serpost
1D885,Puente Piedra,Pueblo Libre,12.8,36,12,DHL Express Perú
1D886,Jesús María,Santa María del Mar,19.21,38,16,Olva Courier
1D886,Jesús María,Santa María del Mar,19.21,109,15,Serpost
1D886,Jesús María,Santa María del Mar,19.21,23,12,DHL Express Perú
1D887,Chorrillos,Independencia,7.77,79,12,Olva Courier
1D887,Chorrillos,Independencia,7.77,105,18,Serpost
1D887,Chorrillos,Independencia,7.77,110,21,DHL Express Perú
1D888,Chorrillos,Breña,15.54,34,22,Olva Courier
1D888,Chorrillos,Breña,15.54,100,18,Serpost
1D888,Chorrillos,Breña,15.54,49,18,DHL Express Perú
1D889,Punta Hermosa,Santiago de Surco,16.41,124,13,Olva Courier
1D889,Punta Hermosa,Santiago de Surco,16.41,84,23,Serpost
1D889,Punta Hermosa,Santiago de Surco,16.41,66,14,DHL Express Perú
1D890,Ventanilla,Pachacámac,28.01,73,19,Olva Courier
1D890,Ventanilla,Pachacámac,28.01,68,17,Serpost
1D890,Ventanilla,Pachacámac,28.01,120,23,DHL Express Perú
1D891,Ventanilla,La Perla,13.74,66,15,Olva Courier
1D891,Ventanilla,La Perla,13.74,38,16,Serpost
1D891,Ventanilla,La Perla,13.74,51,20,DHL Express Perú
1D892,Lurigancho,Santa Anita,16.26,99,9,Olva Courier
1D892,Lurigancho,Santa Anita,16.26,67,14,Serpost
1D892,Lurigancho,Santa Anita,16.26,62,16,DHL Express Perú
1D893,La Perla,Independencia,7.56,37,15,Olva Courier
1D893,La Perla,Independencia,7.56,37,15,Serpost
1D893,La Perla,Independencia,7.56,84,19,DHL Express Perú
1D894,Santiago de Surco,Punta Negra,20.6,71,13,Olva Courier
1D894,Santiago de Surco,Punta Negra,20.6,80,23,Serpost
1D894,Santiago de Surco,Punta Negra,20.6,72,16,DHL Express Perú
1D895,Villa María del Triunfo,Comas,27.5,78,18,Olva Courier
1D895,Villa María del Triunfo,Comas,27.5,20,15,Serpost
1D895,Villa María del Triunfo,Comas,27.5,51,10,DHL Express Perú
1D896,Pachacámac,San Miguel,24.87,83,16,Olva Courier
1D896,Pachacámac,San Miguel,24.87,92,13,Serpost
1D896,Pachacámac,San Miguel,24.87,43,19,DHL Express Perú
1D897,Jesús María,Santa María del Mar,10.63,70,27,Olva Courier
1D897,Jesús María,Santa María del Mar,10.63,54,26,Serpost
1D897,Jesús María,Santa María del Mar,10.63,104,21,DHL Express Perú
1D898,La Perla,Santiago de Surco,22.7,82,15,Olva Courier
1D898,La Perla,Santiago de Surco,22.7,71,17,Serpost
1D898,La Perla,Santiago de Surco,22.7,113,16,DHL Express Perú
1D899,Jesús María,Ate,24.23,94,23,Olva Courier
1D899,Jesús María,Ate,24.23,78,18,Serpost
1D899,Jesús María,Ate,24.23,95,18,DHL Express Perú
1D900,Comas,Mi Perú,24.21,91,16,Olva Courier
1D900,Comas,Mi Perú,24.21,100,20,Serpost
1D900,Comas,Mi Perú,24.21,115,18,DHL Express Perú
1D901,Ate,Ventanilla,19.24,96,16,Olva Courier
1D901,Ate,Ventanilla,19.24,104,22,Serpost
1D901,Ate,Ventanilla,19.24,112,23,DHL Express Perú
1D902,Carabayllo,Pueblo Libre,19.74,24,20,Olva Courier
1D902,Carabayllo,Pueblo Libre,19.74,121,11,Serpost
1D902,Carabayllo,Pueblo Libre,19.74,113,26,DHL Express Perú
1D903,San Borja,Pachacámac,28.23,90,21,Olva Courier
1D903,San Borja,Pachacámac,28.23,95,16,Serpost
1D903,San Borja,Pachacámac,28.23,38,17,DHL Express Perú
1D904,Ventanilla,Santa Anita,16.92,91,16,Olva Courier
1D904,Ventanilla,Santa Anita,16.92,81,16,Serpost
1D904,Ventanilla,Santa Anita,16.92,117,14,DHL Express Perú
1D905,Lurigancho,Santa Anita,8.7,85,21,Olva Courier
1D905,Lurigancho,Santa Anita,8.7,94,15,Serpost
1D905,Lurigancho,Santa Anita,8.7,97,15,DHL Express Perú
1D906,Pachacámac,Lince,20.12,56,12,Olva Courier
1D906,Pachacámac,Lince,20.12,27,21,Serpost
1D906,Pachacámac,Lince,20.12,99,25,DHL Express Perú
1D907,Puente Piedra,Lince,20.65,42,19,Olva Courier
1D907,Puente Piedra,Lince,20.65,64,15,Serpost
1D907,Puente Piedra,Lince,20.65,40,14,DHL Express Perú
1D908,Pachacámac,Independencia,13.74,120,11,Olva Courier
1D908,Pachacámac,Independencia,13.74,47,17,Serpost
1D908,Pachacámac,Independencia,13.74,44,18,DHL Express Perú
1D909,San Bartolo,Lince,16.55,100,23,Olva Courier
1D909,San Bartolo,Lince,16.55,36,21,Serpost
1D909,San Bartolo,Lince,16.55,88,24,DHL Express Perú
1D910,San Martín de Porres,Ventanilla,29.68,27,14,Olva Courier
1D910,San Martín de Porres,Ventanilla,29.68,45,21,Serpost
1D910,San Martín de Porres,Ventanilla,29.68,54,17,DHL Express Perú
1D911,San Juan de Miraflores,Villa El Salvador,27.68,88,18,Olva Courier
1D911,San Juan de Miraflores,Villa El Salvador,27.68,70,24,Serpost
1D911,San Juan de Miraflores,Villa El Salvador,27.68,36,25,DHL Express Perú
1D912,Comas,San Borja,13.99,85,23,Olva Courier
1D912,Comas,San Borja,13.99,39,24,Serpost
1D912,Comas,San Borja,13.99,106,15,DHL Express Perú
1D913,Ventanilla,Miraflores,23.84,93,27,Olva Courier
1D913,Ventanilla,Miraflores,23.84,17,11,Serpost
1D913,Ventanilla,Miraflores,23.84,62,24,DHL Express Perú
1D914,Ate,Rímac,11.99,98,18,Olva Courier
1D914,Ate,Rímac,11.99,111,15,Serpost
1D914,Ate,Rímac,11.99,57,13,DHL Express Perú
1D915,Carabayllo,Lince,26.85,26,11,Olva Courier
1D915,Carabayllo,Lince,26.85,63,12,Serpost
1D915,Carabayllo,Lince,26.85,73,13,DHL Express Perú
1D916,Ancón,Lince,21.53,23,15,Olva Courier
1D916,Ancón,Lince,21.53,73,11,Serpost
1D916,Ancón,Lince,21.53,77,18,DHL Express Perú
1D917,San Miguel,Puente Piedra,24.34,23,24,Olva Courier
1D917,San Miguel,Puente Piedra,24.34,33,17,Serpost
1D917,San Miguel,Puente Piedra,24.34,99,22,DHL Express Perú
1D918,Santa Anita,Jesús María,27.66,65,19,Olva Courier
1D918,Santa Anita,Jesús María,27.66,123,12,Serpost
1D918,Santa Anita,Jesús María,27.66,94,20,DHL Express Perú
1D919,Bellavista,Ventanilla,5.1,26,22,Olva Courier
1D919,Bellavista,Ventanilla,5.1,96,22,Serpost
1D919,Bellavista,Ventanilla,5.1,42,14,DHL Express Perú
1D920,La Victoria,Rímac,22.14,69,19,Olva Courier
1D920,La Victoria,Rímac,22.14,77,25,Serpost
1D920,La Victoria,Rímac,22.14,86,21,DHL Express Perú
1D921,Ventanilla,Barranco,29.96,58,18,Olva Courier
1D921,Ventanilla,Barranco,29.96,118,12,Serpost
1D921,Ventanilla,Barranco,29.96,43,16,DHL Express Perú
1D922,San Isidro,Chaclacayo,13.45,48,14,Olva Courier
1D922,San Isidro,Chaclacayo,13.45,41,16,Serpost
1D922,San Isidro,Chaclacayo,13.45,50,14,DHL Express Perú
1D923,Ancón,Surquillo,6.42,52,23,Olva Courier
1D923,Ancón,Surquillo,6.42,80,13,Serpost
1D923,Ancón,Surquillo,6.42,119,13,DHL Express Perú
1D924,Cieneguilla,Lurín,5.47,31,18,Olva Courier
1D924,Cieneguilla,Lurín,5.47,94,14,Serpost
1D924,Cieneguilla,Lurín,5.47,40,21,DHL Express Perú
1D925,Villa El Salvador,San Juan de Lurigancho,10.33,31,14,Olva Courier
1D925,Villa El Salvador,San Juan de Lurigancho,10.33,66,15,Serpost
1D925,Villa El Salvador,San Juan de Lurigancho,10.33,25,19,DHL Express Perú
1D926,Santiago de Surco,Chorrillos,23.76,78,20,Olva Courier
1D926,Santiago de Surco,Chorrillos,23.76,66,20,Serpost
1D926,Santiago de Surco,Chorrillos,23.76,90,11,DHL Express Perú
1D927,San Juan de Miraflores,La Punta,22.9,24,14,Olva Courier
1D927,San Juan de Miraflores,La Punta,22.9,101,21,Serpost
1D927,San Juan de Miraflores,La Punta,22.9,83,26,DHL Express Perú
1D928,Villa María del Triunfo,Villa El Salvador,14.6,72,11,Olva Courier
1D928,Villa María del Triunfo,Villa El Salvador,14.6,118,20,Serpost
1D928,Villa María del Triunfo,Villa El Salvador,14.6,109,24,DHL Express Perú
1D929,Miraflores,Carabayllo,5.01,79,22,Olva Courier
1D929,Miraflores,Carabayllo,5.01,81,18,Serpost
1D929,Miraflores,Carabayllo,5.01,62,12,DHL Express Perú
1D930,Chaclacayo,La Molina,14.18,57,9,Olva Courier
1D930,Chaclacayo,La Molina,14.18,81,16,Serpost
1D930,Chaclacayo,La Molina,14.18,38,24,DHL Express Perú
1D931,Chaclacayo,Miraflores,19.31,23,9,Olva Courier
1D931,Chaclacayo,Miraflores,19.31,57,15,Serpost
1D931,Chaclacayo,Miraflores,19.31,75,18,DHL Express Perú
1D932,Lurigancho,San Borja,9.46,17,21,Olva Courier
1D932,Lurigancho,San Borja,9.46,62,14,Serpost
1D932,Lurigancho,San Borja,9.46,46,10,DHL Express Perú
1D933,Lurín,Punta Negra,9.23,105,23,Olva Courier
1D933,Lurín,Punta Negra,9.23,64,12,Serpost
1D933,Lurín,Punta Negra,9.23,70,19,DHL Express Perú
1D934,Rímac,Punta Negra,13.5,75,24,Olva Courier
1D934,Rímac,Punta Negra,13.5,56,20,Serpost
1D934,Rímac,Punta Negra,13.5,39,22,DHL Express Perú
1D935,Lurín,Los Olivos,10.3,114,11,Olva Courier
1D935,Lurín,Los Olivos,10.3,60,21,Serpost
1D935,Lurín,Los Olivos,10.3,90,22,DHL Express Perú
1D936,San Juan de Lurigancho,San Martín de Porres,21.75,79,20,Olva Courier
1D936,San Juan de Lurigancho,San Martín de Porres,21.75,60,16,Serpost
1D936,San Juan de Lurigancho,San Martín de Porres,21.75,114,18,DHL Express Perú
1D937,La Victoria,Ancón,25.9,23,17,Olva Courier
1D937,La Victoria,Ancón,25.9,18,23,Serpost
1D937,La Victoria,Ancón,25.9,104,25,DHL Express Perú
1D938,Santa Anita,Santa Rosa,9.02,59,10,Olva Courier
1D938,Santa Anita,Santa Rosa,9.02,48,24,Serpost
1D938,Santa Anita,Santa Rosa,9.02,78,15,DHL Express Perú
1D939,Carmen de la Legua Reynoso,Carmen de la Legua Reynoso,10.94,121,22,Olva Courier
1D939,Carmen de la Legua Reynoso,Carmen de la Legua Reynoso,10.94,102,22,Serpost
1D939,Carmen de la Legua Reynoso,Carmen de la Legua Reynoso,10.94,43,21,DHL Express Perú
1D940,Jesús María,Carmen de la Legua Reynoso,23.16,58,18,Olva Courier
1D940,Jesús María,Carmen de la Legua Reynoso,23.16,102,22,Serpost
1D940,Jesús María,Carmen de la Legua Reynoso,23.16,76,13,DHL Express Perú
1D941,Callao,Ate,18.99,69,19,Olva Courier
1D941,Callao,Ate,18.99,82,18,Serpost
1D941,Callao,Ate,18.99,58,11,DHL Express Perú
1D942,Callao,Santiago de Surco,14.92,116,15,Olva Courier
1D942,Callao,Santiago de Surco,14.92,90,11,Serpost
1D942,Callao,Santiago de Surco,14.92,73,14,DHL Express Perú
1D943,Pachacámac,Barranco,18.73,43,23,Olva Courier
1D943,Pachacámac,Barranco,18.73,22,18,Serpost
1D943,Pachacámac,Barranco,18.73,111,19,DHL Express Perú
1D944,Cieneguilla,La Punta,22.21,50,21,Olva Courier
1D944,Cieneguilla,La Punta,22.21,20,21,Serpost
1D944,Cieneguilla,La Punta,22.21,30,19,DHL Express Perú
1D945,Barranco,Villa María del Triunfo,27.08,88,15,Olva Courier
1D945,Barranco,Villa María del Triunfo,27.08,62,11,Serpost
1D945,Barranco,Villa María del Triunfo,27.08,49,23,DHL Express Perú
1D946,Chaclacayo,Surquillo,22.14,51,20,Olva Courier
1D946,Chaclacayo,Surquillo,22.14,91,16,Serpost
1D946,Chaclacayo,Surquillo,22.14,87,15,DHL Express Perú
1D947,San Luis,San Borja,11.19,38,18,Olva Courier
1D947,San Luis,San Borja,11.19,75,15,Serpost
1D947,San Luis,San Borja,11.19,124,18,DHL Express Perú
1D948,Los Olivos,Pucusana,24.77,28,13,Olva Courier
1D948,Los Olivos,Pucusana,24.77,105,18,Serpost
1D948,Los Olivos,Pucusana,24.77,51,22,DHL Express Perú
1D949,San Juan de Miraflores,Callao,26.45,120,14,Olva Courier
1D949,San Juan de Miraflores,Callao,26.45,72,11,Serpost
1D949,San Juan de Miraflores,Callao,26.45,53,12,DHL Express Perú
1D950,Lurigancho,Santa Rosa,24.54,66,21,Olva Courier
1D950,Lurigancho,Santa Rosa,24.54,111,14,Serpost
1D950,Lurigancho,Santa Rosa,24.54,81,23,DHL Express Perú
1D951,San Miguel,Ventanilla,19.69,99,18,Olva Courier
1D951,San Miguel,Ventanilla,19.69,100,21,Serpost
1D951,San Miguel,Ventanilla,19.69,93,22,DHL Express Perú
1D952,Punta Negra,Carmen de la Legua Reynoso,15.74,39,16,Olva Courier
1D952,Punta Negra,Carmen de la Legua Reynoso,15.74,35,14,Serpost
1D952,Punta Negra,Carmen de la Legua Reynoso,15.74,104,21,DHL Express Perú
1D953,Ancón,Rímac,17.32,22,21,Olva Courier
1D953,Ancón,Rímac,17.32,93,18,Serpost
1D953,Ancón,Rímac,17.32,82,11,DHL Express Perú
1D954,Barranco,Jesús María,8.97,36,11,Olva Courier
1D954,Barranco,Jesús María,8.97,122,19,Serpost
1D954,Barranco,Jesús María,8.97,70,16,DHL Express Perú
1D955,La Punta,La Punta,24.67,43,16,Olva Courier
1D955,La Punta,La Punta,24.67,83,11,Serpost
1D955,La Punta,La Punta,24.67,40,16,DHL Express Perú
1D956,San Bartolo,Villa María del Triunfo,28.2,99,22,Olva Courier
1D956,San Bartolo,Villa María del Triunfo,28.2,99,17,Serpost
1D956,San Bartolo,Villa María del Triunfo,28.2,44,13,DHL Express Perú
1D957,La Molina,Miraflores,12.74,24,19,Olva Courier
1D957,La Molina,Miraflores,12.74,58,24,Serpost
1D957,La Molina,Miraflores,12.74,66,19,DHL Express Perú
1D958,Comas,Pueblo Libre,20.38,41,9,Olva Courier
1D958,Comas,Pueblo Libre,20.38,67,22,Serpost
1D958,Comas,Pueblo Libre,20.38,113,24,DHL Express Perú
1D959,San Miguel,Lurín,12.97,23,15,Olva Courier
1D959,San Miguel,Lurín,12.97,46,24,Serpost
1D959,San Miguel,Lurín,12.97,110,21,DHL Express Perú
1D960,San Juan de Lurigancho,Magdalena del Mar,23.18,74,23,Olva Courier
1D960,San Juan de Lurigancho,Magdalena del Mar,23.18,31,22,Serpost
1D960,San Juan de Lurigancho,Magdalena del Mar,23.18,80,21,DHL Express Perú
1D961,Santa Rosa,Bellavista,29.43,97,16,Olva Courier
1D961,Santa Rosa,Bellavista,29.43,43,20,Serpost
1D961,Santa Rosa,Bellavista,29.43,120,12,DHL Express Perú
1D962,Carabayllo,San Luis,19.01,106,26,Olva Courier
1D962,Carabayllo,San Luis,19.01,39,18,Serpost
1D962,Carabayllo,San Luis,19.01,68,18,DHL Express Perú
1D963,Independencia,San Isidro,5.81,112,22,Olva Courier
1D963,Independencia,San Isidro,5.81,54,22,Serpost
1D963,Independencia,San Isidro,5.81,72,16,DHL Express Perú
1D964,Carmen de la Legua Reynoso,Puente Piedra,14.18,83,20,Olva Courier
1D964,Carmen de la Legua Reynoso,Puente Piedra,14.18,74,21,Serpost
1D964,Carmen de la Legua Reynoso,Puente Piedra,14.18,47,21,DHL Express Perú
1D965,Barranco,Ventanilla,27.2,33,17,Olva Courier
1D965,Barranco,Ventanilla,27.2,56,17,Serpost
1D965,Barranco,Ventanilla,27.2,119,21,DHL Express Perú
